movie_id,title,release_date,release_year,release_month,studio,genre,ip_type,franchise,production_budget,worldwide_gross,runtime,audience_score,vote_count,popularity,has_financial_data,estimated_break_even,profitability_ratio,hit_status,budget_tier,release_era
168259,Furious 7,4/1/2015,2015,4,"Original Film, One Race, Universal Pictures","Action, Crime, Thriller",Sequel,Fast & Furious,190000000,1515400000,138,7.22,11300,15.85,TRUE,475000000,3.19,Major Hit,High Budget,Pre-COVID
302429,Strange Magic,1/23/2015,2015,1,"Lucasfilm Ltd., Lucasfilm Animation","Music, Animation, Family, Fantasy",Original,None,100000000,13603453,99,7.23,566,2.86,TRUE,250000000,0.05,Miss,Standard Blockbuster,Pre-COVID
177677,Mission: Impossible - Rogue Nation,7/28/2015,2015,7,"Paramount Pictures, Bad Robot, Odin, Skydance Media","Action, Adventure",Sequel,Mission: Impossible,150000000,682716636,131,7.22,9728,10.23,TRUE,375000000,1.82,Major Hit,High Budget,Pre-COVID
205775,In the Heart of the Sea,12/3/2015,2015,12,"Imagine Entertainment, Spring Creek Pictures, Roth Films, Kjam Media, Cott Productions, Surf Film, Enelmar Productions, A.I.E., Warner Bros. Pictures, Village Roadshow Pictures","Thriller, Drama, Adventure, Action, History",Adaptation,None,100000000,93900000,122,6.76,4358,4.15,TRUE,250000000,0.38,Miss,Standard Blockbuster,Pre-COVID
206647,Spectre,10/26/2015,2015,10,"Metro-Goldwyn-Mayer, Columbia Pictures, EON Productions","Action, Adventure, Thriller",Sequel,James Bond,245000000,880707597,148,6.6,11266,8.83,TRUE,612500000,1.44,Hit,High Budget,Pre-COVID
76341,Mad Max: Fury Road,5/13/2015,2015,5,"Warner Bros. Pictures, Village Roadshow Pictures, Kennedy Miller Mitchell, RatPac Entertainment","Action, Adventure, Science Fiction",Adaptation,Mad Max,150000000,378858340,121,7.63,24123,17.74,TRUE,375000000,1.01,Break Even,High Budget,Pre-COVID
76757,Jupiter Ascending,2/4/2015,2015,2,"Warner Bros. Pictures, Village Roadshow Pictures, RatPac Entertainment, Anarchos Productions","Science Fiction, Fantasy, Action",Original,None,176000000,184000000,127,5.47,7125,6.53,TRUE,440000000,0.42,Miss,High Budget,Pre-COVID
87101,Terminator Genisys,6/23/2015,2015,6,"Paramount Pictures, Skydance Media","Science Fiction, Action, Thriller",Sequel,Terminator,155000000,440603537,126,5.96,8987,10.31,TRUE,387500000,1.14,Break Even,High Budget,Pre-COVID
228161,Home,3/18/2015,2015,3,DreamWorks Animation,"Fantasy, Comedy, Animation, Science Fiction, Family",Adaptation,None,135000000,368871007,94,6.79,4230,6.81,TRUE,337500000,1.09,Break Even,Standard Blockbuster,Pre-COVID
99861,Avengers: Age of Ultron,4/22/2015,2015,4,Marvel Studios,"Action, Adventure, Science Fiction",Sequel,Marvel Cinematic Universe,235000000,1405403694,141,7.27,24484,24.28,TRUE,587500000,2.39,Major Hit,High Budget,Pre-COVID
102899,Ant-Man,7/14/2015,2015,7,Marvel Studios,"Science Fiction, Adventure, Action",Adaptation,Marvel Cinematic Universe,130000000,519311965,117,7.07,20888,12.88,TRUE,325000000,1.6,Hit,Standard Blockbuster,Pre-COVID
105864,The Good Dinosaur,11/14/2015,2015,11,"Pixar, Walt Disney Pictures","Adventure, Animation, Family",Original,None,175000000,332207671,93,6.75,6012,8.12,TRUE,437500000,0.76,Miss,High Budget,Pre-COVID
254128,San Andreas,5/27/2015,2015,5,"New Line Cinema, Village Roadshow Pictures, Flynn Picture Company, Warner Bros. Pictures","Action, Drama, Thriller",Original,None,110000000,473990832,114,6.25,9025,5.83,TRUE,275000000,1.72,Major Hit,Standard Blockbuster,Pre-COVID
257088,Point Break,12/3/2015,2015,12,"Studio Babelsberg, Alcon Entertainment, DMG Entertainment, Taylor-Baldecchi-Wimmer","Action, Adventure, Crime, Thriller",Remake,None,105000000,133782481,114,5.96,2449,3.66,TRUE,262500000,0.51,Miss,Standard Blockbuster,Pre-COVID
262504,Allegiant,3/9/2016,2016,3,"Mandeville Films, Summit Entertainment, Lionsgate, Red Wagon Entertainment","Adventure, Science Fiction, Action, Mystery",Sequel,Divergent,110000000,179246868,120,6.1,6983,5.23,TRUE,275000000,0.65,Miss,Standard Blockbuster,Pre-COVID
262841,Monster Trucks,12/21/2016,2016,12,"Nickelodeon Movies, Disruption Entertainment, Paramount Animation","Action, Comedy, Science Fiction",Original,None,125000000,64493915,104,6.09,925,3.46,TRUE,312500000,0.21,Miss,Standard Blockbuster,Pre-COVID
136799,Trolls,10/13/2016,2016,10,DreamWorks Animation,"Adventure, Animation, Comedy, Family, Fantasy, Music",Original,Trolls,125000000,347337803,92,6.6,3829,5.58,TRUE,312500000,1.11,Break Even,Standard Blockbuster,Pre-COVID
267935,The BFG,6/1/2016,2016,6,"Walt Disney Pictures, Amblin Entertainment, Reliance Entertainment, Walden Media, The Kennedy/Marshall Company, The Roald Dahl Story Company","Adventure, Family, Fantasy",Adaptation,None,140000000,195243411,117,6.29,3631,6.34,TRUE,350000000,0.56,Miss,Standard Blockbuster,Pre-COVID
269149,Zootopia,2/11/2016,2016,2,Walt Disney Animation Studios,"Animation, Adventure, Family, Comedy",Original,Zootopia,150000000,1025521689,109,7.76,18148,21.97,TRUE,375000000,2.73,Major Hit,High Budget,Pre-COVID
271110,Captain America: Civil War,4/27/2016,2016,4,Marvel Studios,"Adventure, Action, Science Fiction",Sequel,Marvel Cinematic Universe,250000000,1155046416,147,7.45,24072,17.29,TRUE,625000000,1.85,Major Hit,Mega Budget,Pre-COVID
140300,Kung Fu Panda 3,1/23/2016,2016,1,"DreamWorks Animation, Oriental DreamWorks, Zhong Ming You Ying Film, China Film Group Corporation","Animation, Action, Adventure, Comedy, Family",Sequel,Kung Fu Panda,145000000,521170825,95,6.93,6602,10.54,TRUE,362500000,1.44,Hit,Standard Blockbuster,Pre-COVID
271969,Ben-Hur,8/17/2016,2016,8,"Metro-Goldwyn-Mayer, Paramount Pictures, LightWorkers Media, Sean Daniel Company","Action, History, Adventure, Drama",Remake,None,100000000,94061311,125,5.78,1786,3.33,TRUE,250000000,0.38,Miss,Standard Blockbuster,Pre-COVID
274870,Passengers,12/21/2016,2016,12,"Columbia Pictures, Village Roadshow Pictures, Original Film, Company Films, Start Motion Pictures, LStar Capital, Wanda Pictures","Drama, Romance, Science Fiction",Original,None,110000000,303144152,116,6.96,14249,5.93,TRUE,275000000,1.1,Break Even,Standard Blockbuster,Pre-COVID
277834,Moana,10/13/2016,2016,10,Walt Disney Animation Studios,"Adventure, Comedy, Family, Animation",Original,Moana,150000000,690860472,107,7.57,13744,3.68,TRUE,375000000,1.84,Major Hit,High Budget,Pre-COVID
278154,Ice Age: Collision Course,6/23/2016,2016,6,"Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox","Adventure, Animation, Family, Comedy, Science Fiction",Sequel,Ice Age,105000000,408579038,95,6.1,4879,14.68,TRUE,262500000,1.56,Hit,Standard Blockbuster,Pre-COVID
278927,The Jungle Book,4/7/2016,2016,4,"Walt Disney Pictures, Fairview Entertainment, Moving Picture Company","Adventure, Family, Fantasy",Remake,The Jungle Book,175000000,966550600,106,6.9,8504,9.61,TRUE,437500000,2.21,Major Hit,High Budget,Pre-COVID
283366,Miss Peregrine's Home for Peculiar Children,9/28/2016,2016,9,"Chernin Entertainment, Tim Burton Productions, TSG Entertainment, 20th Century Fox","Adventure, Fantasy",Adaptation,None,110000000,296482446,127,6.84,10485,6.19,TRUE,275000000,1.08,Break Even,Standard Blockbuster,Pre-COVID
284052,Doctor Strange,10/25/2016,2016,10,Marvel Studios,"Fantasy, Adventure, Action",Adaptation,Marvel Cinematic Universe,180000000,676343174,115,7.4,23461,11.53,TRUE,450000000,1.5,Hit,High Budget,Pre-COVID
290595,The Huntsman: Winter's War,4/6/2016,2016,4,"Roth Films, Universal Pictures, Perfect World Pictures","Action, Adventure, Drama",Sequel,Snow White and the Huntsman,115000000,164989338,114,6.29,5054,4.5,TRUE,287500000,0.57,Miss,Standard Blockbuster,Pre-COVID
291805,Now You See Me 2,6/2/2016,2016,6,"Summit Entertainment, K/O Paper Products, TIK Films, Lionsgate","Crime, Thriller",Sequel,Now You See Me,120000000,334897606,129,6.8,11599,9.24,TRUE,300000000,1.12,Break Even,Standard Blockbuster,Pre-COVID
296524,Deepwater Horizon,9/28/2016,2016,9,"Summit Entertainment, Participant, di Bonaventura Pictures, Closest to the Hole Productions, Leverage Entertainment, TIK Films, Lionsgate","Drama, Action",Adaptation,None,110000000,121790376,107,6.9,4917,6.15,TRUE,275000000,0.44,Miss,Standard Blockbuster,Pre-COVID
297761,Suicide Squad,8/3/2016,2016,8,"Warner Bros. Pictures, RatPac Entertainment, DC Films, Atlas Entertainment","Action, Adventure, Fantasy",Adaptation,DC Extended Universe,175000000,749200054,122,5.92,22121,7.92,TRUE,437500000,1.71,Major Hit,High Budget,Pre-COVID
43074,Ghostbusters,7/14/2016,2016,7,"Ghost Corps, Columbia Pictures, Village Roadshow Pictures, LStar Capital, Feigco Entertainment, Pascal Pictures, The Montecito Picture Company","Action, Fantasy, Comedy",Remake,Ghostbusters,144000000,229147509,117,5.3,6787,5.82,TRUE,360000000,0.64,Miss,Standard Blockbuster,Pre-COVID
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,5/30/2016,2016,5,"5150 Action, Paramount Pictures, Nickelodeon Movies, Platinum Dunes, Gama Entertainment Partners","Action, Adventure, Comedy, Family, Science Fiction",Sequel,Teenage Mutant Ninja Turtles,135000000,245623848,112,6.1,3809,6.58,TRUE,337500000,0.73,Miss,Standard Blockbuster,Pre-COVID
47933,Independence Day: Resurgence,6/22/2016,2016,6,"20th Century Fox, TSG Entertainment, Centropolis Entertainment, Stereo D","Action, Adventure, Science Fiction",Sequel,Independence Day,165000000,389681935,120,5.36,6468,6.5,TRUE,412500000,0.94,Miss,High Budget,Pre-COVID
311324,The Great Wall,12/16/2016,2016,12,"Universal Pictures, Atlas Entertainment, Le Vision Pictures, Legendary Pictures, Legendary East, China Film Group Corporation","Action, Adventure, Fantasy",Adaptation,None,150000000,331957105,103,6.03,5547,8.18,TRUE,375000000,0.89,Miss,High Budget,Pre-COVID
188927,Star Trek Beyond,7/7/2016,2016,7,"Skydance Media, Paramount Pictures, Bad Robot, Perfect Storm Entertainment, Sneaky Shark","Action, Adventure, Science Fiction",Sequel,Star Trek,185000000,343471816,122,6.79,7108,5.77,TRUE,462500000,0.74,Miss,High Budget,Pre-COVID
324668,Jason Bourne,7/27/2016,2016,7,"The Kennedy/Marshall Company, Captivate Entertainment, Pearl Street Films, Perfect World Pictures","Action, Adventure, Thriller",Sequel,Bourne,120000000,415484914,123,6.38,6225,6.78,TRUE,300000000,1.38,Hit,Standard Blockbuster,Pre-COVID
330459,Rogue One: A Star Wars Story,12/14/2016,2016,12,Lucasfilm Ltd.,"Action, Adventure, Science Fiction",Spin-off,Star Wars,200000000,1056057273,133,7.5,16440,9.87,TRUE,500000000,2.11,Major Hit,High Budget,Pre-COVID
68735,Warcraft,5/25/2016,2016,5,"Legendary Pictures, Atlas Entertainment, Blizzard Entertainment","Action, Adventure, Fantasy",Adaptation,Warcraft,160000000,433677183,123,6.41,7281,6.19,TRUE,400000000,1.08,Break Even,High Budget,Pre-COVID
205584,Gods of Egypt,2/25/2016,2016,2,"Thunder Road, Pyramania, Summit Entertainment, Mystery Clock Cinema, TIK Films, Lionsgate, Fin Design & Effects","Action, Adventure, Fantasy",Adaptation,None,140000000,150680864,127,5.7,4363,6.22,TRUE,350000000,0.43,Miss,Standard Blockbuster,Pre-COVID
209112,Batman v Superman: Dawn of Justice,3/23/2016,2016,3,"Warner Bros. Pictures, RatPac Entertainment, Atlas Entertainment, Cruel & Unusual Films, DC","Action, Adventure, Fantasy",Adaptation,DC Extended Universe,250000000,874362803,152,6,19027,20.79,TRUE,625000000,1.4,Hit,Mega Budget,Pre-COVID
369885,Allied,11/23/2016,2016,11,"Paramount Pictures, GK Films, ImageMovers, Huahua Media","Action, Drama, War, Romance, Thriller",Adaptation,None,106000000,119520023,124,6.81,4805,4.3,TRUE,265000000,0.45,Miss,Standard Blockbuster,Pre-COVID
241259,Alice Through the Looking Glass,5/25/2016,2016,5,"Walt Disney Pictures, Roth Films, Team Todd, Tim Burton Productions","Adventure, Family, Fantasy",Sequel,Alice in Wonderland,170000000,299457024,113,6.6,6788,7.83,TRUE,425000000,0.7,Miss,High Budget,Pre-COVID
246655,X-Men: Apocalypse,5/18/2016,2016,5,"The Donners' Company, Bad Hat Harry Productions, Genre Films, Hutch Parker Entertainment, 20th Century Fox, Marvel Entertainment, TSG Entertainment","Science Fiction, Fantasy, Action",Sequel,X-Men,178000000,543934787,144,6.53,13793,9.13,TRUE,445000000,1.22,Hit,High Budget,Pre-COVID
121856,Assassin's Creed,12/21/2016,2016,12,"New Regency Pictures, The Kennedy/Marshall Company, Ubisoft Film & Television, DMC Film","Action, Adventure, Science Fiction",Adaptation,Assassin's Creed,125000000,240700000,116,5.44,8124,3.4,TRUE,312500000,0.77,Miss,Standard Blockbuster,Pre-COVID
127380,Finding Dory,6/16/2016,2016,6,Pixar,"Adventure, Animation, Family",Sequel,Finding Nemo,200000000,1029266989,97,7.04,12661,7.19,TRUE,500000000,2.06,Major Hit,High Budget,Pre-COVID
258489,The Legend of Tarzan,6/29/2016,2016,6,"Village Roadshow Pictures, Dark Horse Entertainment, Beagle Pug Films, Jerry Weintraub Productions, RatPac Entertainment, Riche Productions, Warner Bros. Pictures","Fantasy, Action, Adventure",Reboot,Tarzan,180000000,356743061,109,5.92,6522,6.04,TRUE,450000000,0.79,Miss,High Budget,Pre-COVID
259316,Fantastic Beasts and Where to Find Them,11/16/2016,2016,11,"Heyday Films, Warner Bros. Pictures","Fantasy, Adventure",Adaptation,Wizarding World,180000000,809342332,133,7.31,19722,14.02,TRUE,450000000,1.8,Major Hit,High Budget,Pre-COVID
141052,Justice League,11/15/2017,2017,11,"Cruel & Unusual Films, Atlas Entertainment, Warner Bros. Pictures, RatPac Entertainment, DC Films","Action, Adventure, Science Fiction",Sequel,DC Extended Universe,300000000,661326987,120,6.1,13686,7.82,TRUE,750000000,0.88,Miss,Mega Budget,Pre-COVID
274855,Geostorm,10/12/2017,2017,10,"Twisted Media, Skydance Media, RatPac Entertainment, Electric Entertainment, Warner Bros. Pictures, October Pictures","Action, Science Fiction, Thriller",Original,None,120000000,221600160,109,6.13,5192,7,TRUE,300000000,0.74,Miss,Standard Blockbuster,Pre-COVID
274857,King Arthur: Legend of the Sword,5/10/2017,2017,5,"Village Roadshow Pictures, Weed Road Pictures, Wigram Productions, Safehouse Pictures, Warner Bros. Pictures","Action, Drama, Fantasy",Adaptation,King Arthur,175000000,149175066,126,6.56,6068,7.34,TRUE,437500000,0.34,Miss,High Budget,Pre-COVID
281338,War for the Planet of the Apes,7/11/2017,2017,7,"20th Century Fox, TSG Entertainment, Chernin Entertainment","Drama, Science Fiction, War",Sequel,Planet of the Apes,150000000,490719763,140,7.2,9732,7.89,TRUE,375000000,1.31,Hit,High Budget,Pre-COVID
282035,The Mummy,6/6/2017,2017,6,"Secret Hideout, Universal Pictures, Conspiracy Factory, Sean Daniel Company","Fantasy, Thriller, Action, Adventure, Horror",Remake,The Mummy,125000000,409231607,110,5.52,7655,8.57,TRUE,312500000,1.31,Hit,Standard Blockbuster,Pre-COVID
283995,Guardians of the Galaxy Vol. 2,4/25/2017,2017,4,Marvel Studios,"Science Fiction, Adventure, Action",Sequel,Marvel Cinematic Universe,200000000,863756051,137,7.61,22970,12.22,TRUE,500000000,1.73,Major Hit,High Budget,Pre-COVID
284053,Thor: Ragnarok,10/2/2017,2017,10,Marvel Studios,"Action, Science Fiction, Comedy",Sequel,Marvel Cinematic Universe,180000000,855301806,131,7.58,22049,16.74,TRUE,450000000,1.9,Major Hit,High Budget,Pre-COVID
293167,Kong: Skull Island,3/8/2017,2017,3,"Legendary Pictures, Tencent Pictures","Action, Adventure, Fantasy",Original,MonsterVerse,185000000,566652812,118,6.55,11151,10.11,TRUE,462500000,1.23,Hit,High Budget,Pre-COVID
295693,The Boss Baby,3/23/2017,2017,3,DreamWorks Animation,"Animation, Comedy, Family",Original,The Boss Baby,125000000,527965936,97,6.45,7468,2.62,TRUE,312500000,1.69,Major Hit,Standard Blockbuster,Pre-COVID
166426,Pirates of the Caribbean: Dead Men Tell No Tales,5/23/2017,2017,5,"Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil","Adventure, Action, Fantasy",Sequel,Pirates of the Caribbean,230000000,795922298,129,6.66,12832,13.17,TRUE,575000000,1.38,Hit,High Budget,Pre-COVID
297762,Wonder Woman,5/30/2017,2017,5,"Atlas Entertainment, Cruel & Unusual Films, DC Films, Warner Bros. Pictures","Action, Adventure, Fantasy",Adaptation,DC Extended Universe,149000000,823970682,141,7.21,20925,11.59,TRUE,372500000,2.21,Major Hit,Standard Blockbuster,Pre-COVID
305470,Power Rangers,3/23/2017,2017,3,"Lionsgate, Saban Brands, Saban Films, Temple Hill Entertainment, TIK Films","Action, Adventure, Science Fiction",Reboot,Power Rangers,105000000,142300000,124,6.25,4638,4.25,TRUE,262500000,0.54,Miss,Standard Blockbuster,Pre-COVID
181808,Star Wars: The Last Jedi,12/13/2017,2017,12,Lucasfilm Ltd.,"Adventure, Action, Science Fiction",Sequel,Star Wars,300000000,1334407706,152,6.8,16362,20.15,TRUE,750000000,1.78,Major Hit,Mega Budget,Pre-COVID
315635,Spider-Man: Homecoming,7/5/2017,2017,7,"Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures","Action, Adventure, Science Fiction",Reboot,Marvel Cinematic Universe,175000000,880978185,133,7.33,23209,26.87,TRUE,437500000,2.01,Major Hit,High Budget,Pre-COVID
315837,Ghost in the Shell,3/29/2017,2017,3,"Weying Galaxy Entertainment, Paramount Pictures, Shanghai Film Group, Reliance Entertainment, Grosvenor Park Productions, Steven Paul Production, Huahua Media, Seaside Entertainment, DreamWorks Pictures, Arad Productions","Science Fiction, Drama, Action",Adaptation,Ghost in the Shell,110000000,169801921,107,6.11,8583,6.04,TRUE,275000000,0.62,Miss,Standard Blockbuster,Pre-COVID
321612,Beauty and the Beast,3/16/2017,2017,3,"Walt Disney Pictures, Mandeville Films","Family, Fantasy, Romance",Remake,Beauty and the Beast,160000000,1266115964,129,6.97,16013,12.52,TRUE,400000000,3.17,Major Hit,High Budget,Pre-COVID
335984,Blade Runner 2049,10/4/2017,2017,10,"Alcon Entertainment, Columbia Pictures, Scott Free Productions, Bud Yorkin Productions, Torridon Films, 16:14 Entertainment","Science Fiction, Drama",Sequel,Blade Runner,150000000,259239658,164,7.6,15187,20.45,TRUE,375000000,0.69,Miss,High Budget,Pre-COVID
335988,Transformers: The Last Knight,6/16/2017,2017,6,"Paramount Pictures, di Bonaventura Pictures, Ian Bryce Productions, DeSanto/Murphy Productions, Hasbro","Action, Adventure, Science Fiction",Sequel,Transformers,217000000,605425157,154,6.06,6727,7.46,TRUE,542500000,1.12,Break Even,High Budget,Pre-COVID
337339,The Fate of the Furious,4/12/2017,2017,4,"Original Film, One Race, Universal Pictures","Action, Crime, Thriller",Sequel,Fast & Furious,250000000,1236000000,136,6.85,10826,8.51,TRUE,625000000,1.98,Major Hit,Mega Budget,Pre-COVID
339964,Valerian and the City of a Thousand Planets,7/19/2017,2017,7,"Belga Films, River Road Entertainment, Grive Productions, EuropaCorp, UFA, Fundamental Films, Gulf Film, Novo Pictures, TF1 Films Production, Orange Studio, BNP Paribas Fortis","Adventure, Science Fiction, Action",Adaptation,None,177200000,225973340,137,6.64,8019,6.5,TRUE,443000000,0.51,Miss,High Budget,Pre-COVID
343668,Kingsman: The Golden Circle,9/20/2017,2017,9,"20th Century Fox, Marv, Cloudy Productions, TSG Entertainment","Action, Adventure, Comedy, Crime, Science Fiction",Sequel,Kingsman,104000000,410902662,141,6.95,11148,6.8,TRUE,260000000,1.58,Hit,Standard Blockbuster,Pre-COVID
354912,Coco,10/27/2017,2017,10,Pixar,"Family, Animation, Music, Adventure",Original,None,175000000,814641172,105,8.2,21017,21.09,TRUE,437500000,1.86,Major Hit,High Budget,Pre-COVID
364689,Ferdinand,12/9/2017,2017,12,"Blue Sky Studios, 20th Century Fox Animation, Davis Entertainment, 20th Century Fox","Animation, Family, Adventure, Comedy",Adaptation,None,111000000,295038508,108,7.21,3094,5.2,TRUE,277500000,1.06,Break Even,Standard Blockbuster,Pre-COVID
374720,Dunkirk,7/19/2017,2017,7,"Warner Bros. Pictures, Syncopy, Dombey Street Productions","War, Action, Drama",Original,None,150000000,549136737,107,7.45,17594,9.24,TRUE,375000000,1.46,Hit,High Budget,Pre-COVID
260514,Cars 3,6/15/2017,2017,6,Pixar,"Animation, Drama, Family",Sequel,Cars,175000000,383925276,102,6.86,6396,12.54,TRUE,437500000,0.88,Miss,High Budget,Pre-COVID
268896,Pacific Rim: Uprising,3/21/2018,2018,3,"Legendary Pictures, Double Dare You","Action, Fantasy, Science Fiction, Adventure",Sequel,Pacific Rim,150000000,290061297,111,6.13,5353,9.23,TRUE,375000000,0.77,Miss,High Budget,Pre-COVID
400650,Mary Poppins Returns,12/13/2018,2018,12,"Walt Disney Pictures, Marc Platt Productions, Lucamar Productions","Fantasy, Family, Comedy",Sequel,Mary Poppins,130000000,348807090,131,6.51,3467,3.41,TRUE,325000000,1.07,Break Even,Standard Blockbuster,Pre-COVID
404368,Ralph Breaks the Internet,11/20/2018,2018,11,Walt Disney Animation Studios,"Action, Adventure, Animation, Comedy, Family, Science Fiction",Sequel,Wreck-It Ralph,175000000,529323962,112,7.16,8112,7.7,TRUE,437500000,1.21,Hit,High Budget,Pre-COVID
407451,A Wrinkle in Time,3/8/2018,2018,3,"Whitaker Entertainment, Walt Disney Pictures","Adventure, Science Fiction, Family, Fantasy",Adaptation,A Wrinkle in Time,103000000,132675864,109,5.06,1864,2.04,TRUE,257500000,0.515246074,Miss,Standard Blockbuster,Pre-COVID
284054,Black Panther,2/13/2018,2018,2,Marvel Studios,"Action, Adventure, Science Fiction",Sequel,Marvel Cinematic Universe,200000000,1349926083,135,7.36,23522,17.93,TRUE,500000000,2.699852166,Major Hit,High Budget,Pre-COVID
424783,Bumblebee,11/22/2018,2018,11,"Paramount Pictures, Allspark Pictures, Bay Films, di Bonaventura Pictures, DeSanto/Murphy Productions, Tencent Pictures","Action, Adventure, Science Fiction",Spin-off,Transformers,135000000,467989645,114,6.7,6638,11.35,TRUE,337500000,1.386635985,Hit,Standard Blockbuster,Pre-COVID
426543,The Nutcracker and the Four Realms,10/26/2018,2018,10,"Walt Disney Pictures, The Mark Gordon Company","Family, Fantasy, Adventure",Adaptation,The Nutcracker,120000000,173961069,99,6.1,2247,3.64,TRUE,300000000,0.57987023,Miss,Standard Blockbuster,Pre-COVID
427641,Rampage,4/11/2018,2018,4,"Wrigley Pictures, New Line Cinema, ASAP Entertainment, Flynn Picture Company, Twisted Media, Seven Bucks Productions, Access Entertainment","Action, Adventure, Science Fiction",Adaptation,Rampage,120000000,428028233,107,6.45,7525,11.88,TRUE,300000000,1.426760777,Hit,Standard Blockbuster,Pre-COVID
428078,Mortal Engines,11/27/2018,2018,11,"Scholastic Productions, Silvertongue Films, Universal Pictures, WingNut Films, MRC","Adventure, Science Fiction",Adaptation,Mortal Engines,100000000,83869818,128,6.22,5149,6.84,TRUE,250000000,0.335479272,Miss,Standard Blockbuster,Pre-COVID
297802,Aquaman,12/7/2018,2018,12,"The Safran Company, Warner Bros. Pictures, DC Films","Action, Adventure, Fantasy",Sequel,DC Extended Universe,160000000,1152028393,143,6.87,14928,11.31,TRUE,400000000,2.880070983,Major Hit,High Budget,Pre-COVID
299536,Avengers: Infinity War,4/25/2018,2018,4,Marvel Studios,"Adventure, Action, Science Fiction",Sequel,Marvel Cinematic Universe,300000000,2052415039,149,8.2,32106,52.71,TRUE,750000000,2.736553385,Major Hit,Mega Budget,Pre-COVID
567604,Once Upon a Deadpool,12/11/2018,2018,12,"20th Century Fox, Genre Films, Maximum Effort, Marvel Entertainment","Comedy, Action, Adventure, Science Fiction",Spin-off,X-Men,110000000,51349833,118,7.11,850,3.99,TRUE,275000000,0.186726665,Miss,Standard Blockbuster,Pre-COVID
447200,Skyscraper,7/11/2018,2018,7,"Flynn Picture Company, Legendary Pictures, Seven Bucks Productions, Universal Pictures, dentsu, Fuji Television Network","Action, Thriller, Adventure",Adaptation,None,125000000,304870828,102,6.31,5349,3.46,TRUE,312500000,0.97558665,Miss,Standard Blockbuster,Pre-COVID
